gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Mouse_Symbol
ENSMUSG00000034295,773.8212116509955,2.4336559101879587,0.24872487031205975,9.784529818568608,1.3120366750028623e-22,5.798473194248761e-20,Fhod3
ENSMUSG00000040728,3269.660552297555,8.35962731729009,0.8555606395579559,9.770934906039242,1.5006086353342662e-22,6.452617131937345e-20,Esrp1
ENSMUSG00000086245,330.3733135706564,4.046304787300599,0.4145758469350667,9.76010738979291,1.669783122910591e-22,6.99111828565987e-20,Gm16170
ENSMUSG00000028391,190.41263093764962,3.3405628807242578,0.3440052299950349,9.710790968999142,2.7122411023802595e-22,1.1064552804838443e-19,Wdr31
ENSMUSG00000012350,8298.316783382292,7.627079375421038,0.8180242011334442,9.323782065192022,1.1226550589300368e-20,4.465360496894221e-18,Ehf
ENSMUSG00000031853,1301.9720533850277,5.882141197422167,0.6326895548257435,9.297041736436185,1.4440754583492385e-20,5.603717205447899e-18,Map3k21
ENSMUSG00000033904,1331.4558103507854,1.4367435312303907,0.15538954302656097,9.246076043770886,2.3288549034651287e-20,8.821924170031e-18,Ccp110
ENSMUSG00000051727,285.9994640041254,4.7046851441488995,0.5116865945435757,9.19446628916569,3.76860727806192e-20,1.3943846928829103e-17,Kctd14
ENSMUSG00000018102,8513.669409429553,-0.9159703948579552,0.10081146034524753,-9.085974865566323,1.0277348966483326e-19,3.7161959558352205e-17,H2bc4
ENSMUSG00000061718,915.8014619789906,6.904128071727233,0.7819877090142153,8.828947043721024,1.056657332415611e-18,3.735870701940527e-16,Ppp1r1b
ENSMUSG00000044279,543.6053549205129,6.900232435321845,0.786796247092526,8.770037301042677,1.7860710727249455e-18,6.177476253707366e-16,Crb3
ENSMUSG00000018569,1441.6131646891479,7.4609683678719,0.8526464125901714,8.750366221804596,2.126614691442525e-18,7.198816966138419e-16,Cldn7
ENSMUSG00000029086,11296.725418634674,6.149390334548965,0.7095177336081349,8.66700019360652,4.43654208865979e-18,1.4705288464703597e-15,Prom1
ENSMUSG00000028392,1650.7517019403365,7.12457795957679,0.8250544133754484,8.63528252691703,5.8582069772392765e-18,1.902123938936263e-15,Bspry
ENSMUSG00000004231,1373.7109992417338,8.28728297955057,0.9643153744728109,8.593955047207672,8.40259080667781e-18,2.673704394684879e-15,Pax2
ENSMUSG00000036572,2429.808964005632,1.423554933117783,0.16697567275785027,8.52552296754172,1.5212095111326094e-17,4.745577121984278e-15,Upf3b
ENSMUSG00000030030,294.0142550232574,4.69634099572689,0.5525299707663754,8.499703625511799,1.900753594392542e-17,5.815574939766412e-15,1700003E16Rik
ENSMUSG00000047361,620.4560677699948,6.659548846059581,0.7903963689375619,8.425581275140773,3.589637122772128e-17,1.077568426854803e-14,Gm973
ENSMUSG00000112117,798.9396230877479,8.363925127874497,0.997194072618428,8.387459730794967,4.9675925688599255e-17,1.4635999587141e-14,Rmst
ENSMUSG00000018166,4978.295245702614,5.213560199497436,0.6258758951072837,8.330022357872977,8.082708894497685e-17,2.3381072456628755e-14,Erbb3
ENSMUSG00000028132,334.64328220104863,4.466380949833269,0.5365079882178931,8.324910435479532,8.439252620644983e-17,2.3976519499011012e-14,Tlcd4
ENSMUSG00000061859,3387.109078422612,4.082685390528615,0.4912079482899534,8.311521433522614,9.448277809065695e-17,2.637229823547986e-14,Patj
ENSMUSG00000050520,2801.811640841839,8.541143227049405,1.0354413639123397,8.248794692513846,1.600000428102266e-16,4.388966691570182e-14,Cldn8
ENSMUSG00000052221,682.3748448505328,6.520297446299118,0.795702349463316,8.194392602581754,2.5186173365026224e-16,6.791729122670631e-14,Ppp1r36
ENSMUSG00000027376,17759.178280133852,8.033323414510576,0.9835915703395124,8.167336582335354,3.1527238170353054e-16,8.359972654838619e-14,Prom2
ENSMUSG00000020875,2172.655304222891,4.771925378417783,0.5888104732707037,8.104348674219159,5.302882611193902e-16,1.383096104001557e-13,Hoxb9
ENSMUSG00000008999,787.3357590120221,4.885256077103966,0.6047583984201642,8.078029325208092,6.582178024294673e-16,1.689071812363359e-13,Bmp7
ENSMUSG00000021638,1074.2057521805912,6.883380982901181,0.8545316890288546,8.055150056194993,7.938136338193678e-16,2.0046944308041495e-13,Ocln
ENSMUSG00000008601,1073.2861214544528,7.821091496732591,0.9756396049960605,8.016373522233316,1.089129644377502e-15,2.707508225319696e-13,Rab25
ENSMUSG00000070803,242.59403904987957,6.806935754239449,0.8501908083227918,8.006362439589045,1.1815117363668082e-15,2.8919771885532186e-13,Cited4
ENSMUSG00000035498,2285.6368138617727,6.4094271577516775,0.8031800950043221,7.980062252062144,1.4625950661644974e-15,3.5257405307086596e-13,Cdcp1
ENSMUSG00000040434,1514.6558465031674,6.932035840429153,0.8703291168946334,7.964844224863938,1.654320447255789e-15,3.928393778483523e-13,Large2
ENSMUSG00000028017,2050.7608780222668,4.298677371893216,0.5406849114206256,7.950429688519756,1.8586570696836047e-15,4.34871087921561e-13,Egf
ENSMUSG00000034917,1495.3240246465773,4.854187255970717,0.6107760988809262,7.947572383504589,1.9020187599883626e-15,4.385669343683311e-13,Tjp3
ENSMUSG00000032278,1012.1657608658098,6.555685853699116,0.8255862692037844,7.94064302937303,2.011357665344865e-15,4.571528636519544e-13,Paqr5
ENSMUSG00000052563,1293.0147481417105,2.4120383167187955,0.3045132968370101,7.920962210099588,2.356795676569993e-15,5.281213973835013e-13,D930048N14Rik
ENSMUSG00000044393,2977.891456300436,5.715296016882123,0.7224797645105215,7.9106658727725385,2.5601580867032336e-15,5.657238216590062e-13,Dsg2
ENSMUSG00000039110,604.7900909157785,4.643370136268873,0.591794357036082,7.846256188593167,4.286408671666921e-15,9.342022187153522e-13,Mycbpap
ENSMUSG00000028186,356.0907842741505,7.621179255807674,0.9719462825160435,7.841152739510452,4.464290147928948e-15,9.598223818047238e-13,Uox
ENSMUSG00000034171,2040.069137137991,4.879362518786122,0.623771029478633,7.822361552867313,5.1841456902775635e-15,1.0997301057642138e-12,Faah
ENSMUSG00000001225,1374.9583401003922,8.64849877350469,1.1083426840386503,7.803090955579491,6.040897743079003e-15,1.2646142512156175e-12,Slc26a3
ENSMUSG00000028957,4231.4460240586295,0.9102028232662095,0.11673007235004275,7.797500720609089,6.314527709150694e-15,1.3047290370465916e-12,Per3
ENSMUSG00000026870,398.58311224592507,5.015090638509976,0.6442353596035156,7.784562836781318,6.995466918320297e-15,1.426895880390717e-12,Cutal
ENSMUSG00000054065,807.4605662081173,4.718750056928049,0.6072522899038979,7.770658316784322,7.807925598080657e-15,1.5724569147526994e-12,Pkp3
ENSMUSG00000089712,236.33445811222975,6.2583198590319995,0.8126275067743887,7.701338936794702,1.3464781596915935e-14,2.6778084400866566e-12,Gm15889
ENSMUSG00000022286,2610.1986258827687,8.216292097622727,1.0704055816559392,7.675868136741173,1.6430207557685557e-14,3.227217311639225e-12,Grhl2
ENSMUSG00000047501,2904.137147900516,8.83508941696457,1.160240126756407,7.614880069407823,2.639364232733494e-14,5.121010358876816e-12,Cldn4
ENSMUSG00000037989,1564.8020865013114,5.844895625074607,0.7684245411452723,7.606336487331965,2.8197457673942447e-14,5.405078934848486e-12,Wnk2
ENSMUSG00000023232,1551.5268590851563,7.26299713410271,0.9587439330577209,7.575533866419203,3.576537931513271e-14,6.694437469456017e-12,Serinc2
ENSMUSG00000019734,4198.746717452416,4.996813305244241,0.6595132564627861,7.576516857362354,3.54955601978541e-14,6.694437469456017e-12,Tmc4
ENSMUSG00000041936,8423.835334406496,1.253674106712392,0.1656080400479983,7.570128276073062,3.7285586782368754e-14,6.89783355473822e-12,Agrn
ENSMUSG00000018387,1066.874036765054,5.306142521211465,0.7015814199222065,7.563117224227269,3.935226541290158e-14,7.1964889967731515e-12,Shroom1
ENSMUSG00000022759,529.7147208246887,6.260945064723725,0.8287273238287522,7.554891560468787,4.1920897041854217e-14,7.579107635635233e-12,Lrrc74b
ENSMUSG00000034435,1383.1530454063152,6.180829280584474,0.8198617575475928,7.53886764894712,4.7406980028829254e-14,8.47466350852442e-12,Tmem30b
ENSMUSG00000063130,1911.406688362946,8.671351756453642,1.154705677464697,7.509577484275211,5.931850066481686e-14,1.0486192728635957e-11,Calml3
ENSMUSG00000002578,395.316766459628,3.469110248304653,0.4655883156589541,7.451025147387493,9.261770460877507e-14,1.6192831651929795e-11,Ikzf4
ENSMUSG00000034427,1329.4894070541689,6.619078397425147,0.8937697119033262,7.40579850633951,1.3036364479618624e-13,2.2544408572905685e-11,Myo15b
ENSMUSG00000042216,762.1278696578592,2.986189246493156,0.4055107868984122,7.3640192640331685,1.784539257117355e-13,3.0529053312620556e-11,Sgsm1
ENSMUSG00000038879,1268.2647574423902,6.757933782371856,0.9209489828175135,7.338011017393072,2.1679132749659124e-13,3.669308532415709e-11,Nipal2
ENSMUSG00000000296,1683.6660854377242,6.948201697594696,0.9507302126721567,7.308279052230631,2.7058541263754164e-13,4.5315935948034606e-11,Tpd52l1
ENSMUSG00000022899,2531.1683654236235,2.198609603891813,0.30094050897176416,7.305794794472479,2.756325582708336e-13,4.568035418842669e-11,Slc15a2
ENSMUSG00000022900,2704.3612291016575,7.128648840776785,0.9801482167225639,7.273031485598863,3.515083498358491e-13,5.7654616967921237e-11,Ildr1
ENSMUSG00000000326,12913.664125445008,-1.3098885881250963,0.18143548174480273,-7.219583377674243,5.214708785052118e-13,8.465920078589714e-11,Comt
ENSMUSG00000044748,327.0664077282343,8.009590781428559,1.1121360566852647,7.201988221927849,5.934081983697752e-13,9.53648932935669e-11,Defb1
ENSMUSG00000000567,1139.103300009704,4.87786961850215,0.677587110249284,7.198881951440287,6.070828010440609e-13,9.658687364611009e-11,Sox9
ENSMUSG00000026414,299.29295335369284,7.644923184238556,1.0650983246932573,7.1776689597556675,7.091000009656571e-13,1.1170080213231293e-10,Tnnt2
ENSMUSG00000042195,1679.9427748307305,7.533010845781663,1.0514899053261635,7.164130447305611,7.828183640005069e-13,1.2200510691320035e-10,Slc35f2
ENSMUSG00000000093,4118.551555128958,4.295161808810594,0.5996396431601023,7.162905017712106,7.898507864273812e-13,1.2200510691320035e-10,Tbx2
ENSMUSG00000028278,1223.4627930547656,4.321830389799724,0.6048982942110995,7.144722395747865,9.017794668793181e-13,1.3664106017190428e-10,Rragd
ENSMUSG00000025731,944.2568317530154,1.7405565980614184,0.24361390997504906,7.1447340516790945,9.017029528405723e-13,1.3664106017190428e-10,Mettl26
ENSMUSG00000024186,711.3592615636104,4.432181480695094,0.6215022751491325,7.131400250516494,9.93529431869432e-13,1.491231439721006e-10,Rgs11
ENSMUSG00000026638,2444.959470019554,6.506727324946865,0.9156676575062561,7.105992301472555,1.1946107336406932e-12,1.7762856796470494e-10,Irf6
ENSMUSG00000055717,184.95227436062862,3.282461129089498,0.4674975520186155,7.02134399402971,2.1974408556872376e-12,3.237155927220736e-10,Slain1
ENSMUSG00000032420,2394.067402920125,3.449249837339389,0.4926853604068477,7.000918059532115,2.5429064338925548e-12,3.711710216810142e-10,Nt5e
ENSMUSG00000031881,6267.410211223173,8.020168134940139,1.150716341369821,6.969717771968784,3.175774278386565e-12,4.593324433557295e-10,Cdh16
ENSMUSG00000026062,1847.3974187010506,6.871727195739543,0.9911583027208006,6.933026921003596,4.119297748169502e-12,5.904326772376286e-10,Slc9a2
ENSMUSG00000027375,3820.6667225619026,6.674550092702715,0.9658398224324795,6.910618031769262,4.825467474196536e-12,6.840018374402856e-10,Mal
ENSMUSG00000048038,1745.8878262945138,7.15131967096791,1.0349738408953988,6.909662243038921,4.858089731662619e-12,6.840018374402856e-10,Ccdc187
ENSMUSG00000026576,12217.420500253567,5.120925139944499,0.7419376502935049,6.90209633911785,5.124066391629885e-12,7.151218972879953e-10,Atp1b1
ENSMUSG00000043969,921.8263444360442,5.705246043479326,0.8295543757323651,6.877482911765124,6.091932763980967e-12,8.428056545646713e-10,Emx2
ENSMUSG00000038541,2616.8543120941727,9.55474383160421,1.3920358897455962,6.86386313886663,6.702284606603188e-12,9.192530007849718e-10,Srd5a2
ENSMUSG00000047139,12712.682223180289,5.045364296604631,0.737605045171364,6.840197649993659,7.90839913868637e-12,1.0754070965512832e-09,Cd24a
ENSMUSG00000024386,199.06836312679079,8.028125288885855,1.176283710795482,6.824990616810206,8.79310625550396e-12,1.1855789875005764e-09,Proc
ENSMUSG00000026976,3108.411655001774,7.961359847378618,1.1694591176163671,6.807728228760782,9.915194027649923e-12,1.32563644520933e-09,Pax8
ENSMUSG00000047040,856.8722836959823,6.35155373498841,0.9350771585391303,6.792545061106437,1.1017238685081943e-11,1.4607022289971144e-09,Prr15l
ENSMUSG00000028434,2024.0532290047533,5.521098084754266,0.8141100153929837,6.781759197605676,1.1872124171181868e-11,1.5610371534173843e-09,Epb41l4b
ENSMUSG00000038132,133.82649195336214,5.225666912261215,0.7747717966858145,6.744782056619347,1.532568950981937e-11,1.9986206565674274e-09,Rbm24
ENSMUSG00000007034,2097.331308112711,8.08682820968116,1.2010224610130333,6.7332864057014525,1.6587309531858553e-11,2.145561745137151e-09,Slc44a4
ENSMUSG00000074227,5381.219632278221,4.133996032418218,0.616623078584387,6.704251228982287,2.0244171417824883e-11,2.597457800464467e-09,Spint2
ENSMUSG00000027536,888.081810703292,3.412976385923561,0.5095821797551933,6.697597603517412,2.118737167076336e-11,2.6967286662547604e-09,Chmp4c
ENSMUSG00000024112,1203.042161221306,4.100731715294334,0.6124372781018573,6.695757854590166,2.145567515751017e-11,2.7092046964760856e-09,Cacna1h
ENSMUSG00000040606,1983.8261580210244,2.2370461929002086,0.3367766537118911,6.642521588844986,3.083614795453585e-11,3.863016645328074e-09,Kazn
ENSMUSG00000084128,2594.04825964987,6.59324884181063,0.9938056703115424,6.634344156784445,3.2594851913813167e-11,4.051438233974746e-09,Esrp2
ENSMUSG00000070369,259.81342917618525,-3.868906657059415,0.585718162231323,-6.605406672589115,3.9642758435208957e-11,4.8892735403424375e-09,Itgad
ENSMUSG00000063455,2495.628711070371,5.187393024373684,0.7858771020087604,6.600768760298934,4.090311327136476e-11,5.0059117857493335e-09,D630045J12Rik
ENSMUSG00000000402,538.996803677046,8.797579293151093,1.334777010152,6.5910479624976865,4.367327574149808e-11,5.304136007994156e-09,Egfl6
ENSMUSG00000068740,2509.7211652020037,3.9608615684507433,0.6023361161224887,6.5758327658461,4.838160943437264e-11,5.8314500462187024e-09,Celsr2
ENSMUSG00000085873,391.3084680379148,5.6124409338649235,0.8539775894196493,6.572117352258689,4.9604741369411144e-11,5.9339205653182805e-09,Ttc39aos1
ENSMUSG00000072949,572.0261358064794,2.360031723426561,0.35927002965761057,6.568963533294734,5.0666689621684785e-11,6.015724118514962e-09,Acot1
ENSMUSG00000052566,1890.128669234984,2.713323965480995,0.41351677616181587,6.561581347836847,5.324011721095818e-11,6.274446406121071e-09,Hook2
ENSMUSG00000001504,440.0160460746165,7.819172971786104,1.1959002553414864,6.538315329277489,6.221564375115518e-11,7.225188993291087e-09,Irx2
ENSMUSG00000056608,52614.44716018237,4.013648955307836,0.6137996965483146,6.539020755269966,6.192293229529531e-11,7.225188993291087e-09,Chd9
ENSMUSG00000036523,2241.1209106550036,7.5518233099275465,1.156461790585462,6.530110524537448,6.572117499251761e-11,7.576984740079386e-09,Greb1
ENSMUSG00000075225,854.262146208452,3.348618722721669,0.515100623772807,6.500902092090318,7.983978386851713e-11,9.13849612480653e-09,Ccdc162
ENSMUSG00000022995,6913.6502232682005,3.717468999010944,0.5723707923488558,6.494861458173732,8.310985695469626e-11,9.444841601065839e-09,Enah
ENSMUSG00000042498,395.1796147543783,5.464243645805118,0.8423422949925414,6.4869634093981965,8.758359815453725e-11,9.88265990523892e-09,Radx
ENSMUSG00000028488,1289.4304429029644,8.185265231706088,1.2704039849573106,6.443041212580217,1.171028796726094e-10,1.3120470532332505e-08,Sh3gl2
ENSMUSG00000003309,1785.7131170851396,8.232696605169716,1.2828038007187281,6.417736368224905,1.3831550703278382e-10,1.5388809209032103e-08,Ap1m2
ENSMUSG00000087095,241.9905193901727,3.5899416042084393,0.5611093874239877,6.397935384203068,1.5749190332562387e-10,1.740066792993525e-08,Emx2os
ENSMUSG00000047797,915.2020081989934,7.995964288398479,1.251898665222517,6.387069904717286,1.6909435335845562e-10,1.8553732151262266e-08,Gjb1
ENSMUSG00000000157,279.16475965452497,5.448886260100283,0.8534369310336866,6.384638468246938,1.7180286604550613e-10,1.8721805471123306e-08,Itgb2l
ENSMUSG00000021678,678.35762634128,3.5611996499981062,0.5578908981431957,6.383326313174662,1.7328211224408712e-10,1.87545469782546e-08,F2rl1
ENSMUSG00000032010,1199.1165601314324,2.3810676520401,0.3734399297041433,6.37603925730838,1.8172636199256234e-10,1.9535583914200453e-08,Usp2
ENSMUSG00000090925,265.89423856538934,8.771319614367727,1.3808474794673042,6.352127765588911,2.1235682497360896e-10,2.2523980568867457e-08,1810064F22Rik
ENSMUSG00000018581,968.6343430524686,8.358212641536037,1.315600076321378,6.353156093534821,2.1094146965881502e-10,2.2523980568867457e-08,Dnah11
ENSMUSG00000028572,1924.8684477594404,4.557258857266197,0.7179662579288487,6.347455478496632,2.189052994662108e-10,2.3064790162300755e-08,Hook1
ENSMUSG00000022512,1266.2449939018074,5.790235036095137,0.9127547689349117,6.343691901880424,2.2432323401278795e-10,2.3480149033838527e-08,Cldn1
ENSMUSG00000062545,198.74863209658815,4.075645839668249,0.6425996603725538,6.342433852681078,2.2616332681392868e-10,2.3518029605291536e-08,Tlr12
ENSMUSG00000036764,604.206662821862,1.3243862832087685,0.20897502944543206,6.337533659994505,2.334722153238632e-10,2.4120408738978335e-08,Dnajc12
ENSMUSG00000050854,237.6022818889398,4.302568371787213,0.6813227004148383,6.315022777264723,2.7012168870243887e-10,2.7726684304876145e-08,Tmem125
ENSMUSG00000025854,5509.962075116964,-2.5990446574715924,0.411939159335652,-6.309292521893666,2.803138673619233e-10,2.8588420703385896e-08,Fam20c
ENSMUSG00000001039,209.7220776175916,2.1722087258087868,0.3462500401329453,6.273526278797689,3.5296132200170556e-10,3.576824607036392e-08,B9d1
ENSMUSG00000063506,663.615401000126,-1.972079382609044,0.31460582641120954,-6.268413414668973,3.6474534417987116e-10,3.672847105001107e-08,Arhgap22
ENSMUSG00000035818,1021.129768943837,6.152590877369227,0.982234741264269,6.263870151293988,3.7553822280649494e-10,3.7577441036800846e-08,Plekhs1
ENSMUSG00000029093,1548.6720213793917,4.651701625156403,0.7436946402235817,6.254854309233601,3.9788717156889405e-10,3.931916086746027e-08,Sorcs2
ENSMUSG00000024659,28149.09165801761,-2.2839588601869805,0.3651028591115064,-6.255658653961498,3.958416938794495e-10,3.931916086746027e-08,Anxa1
ENSMUSG00000030800,1876.7832164159552,7.655293385009231,1.227291385644033,6.237551631629876,4.4447242927439746e-10,4.365158240589916e-08,Prss8
ENSMUSG00000070644,183.06286080332893,5.17034858441142,0.8317598714567734,6.2161553614697596,5.09483610847608e-10,4.97293512183156e-08,Etnk2
ENSMUSG00000117039,144.07019410259537,7.881180983497197,1.2700105937341946,6.205602553537974,5.448772491446287e-10,5.2859738011530746e-08,Gm32358
ENSMUSG00000039238,668.9232661446108,7.498625141561949,1.2098221987206614,6.198121632659284,5.714097658459614e-10,5.509775378551058e-08,Zfp750
ENSMUSG00000025927,2056.206144431853,7.915791743317887,1.2787181203181408,6.190411801897719,6.000723673482677e-10,5.751296002717433e-08,Tfap2b
ENSMUSG00000031906,2077.707182994344,-3.062996550503786,0.49593158580596863,-6.176248172469038,6.564277744299688e-10,6.253752030647188e-08,Smpd3
ENSMUSG00000034930,751.4331581397938,2.1925427378585085,0.35534325272695616,6.170210693555075,6.819905331398758e-10,6.45861272753299e-08,Rtkn
ENSMUSG00000039542,1179.9659097674948,5.739269864771863,0.9303063512568831,6.169225714752853,6.862520683131725e-10,6.460515033646494e-08,Ncam1
ENSMUSG00000053141,292.5684884548402,6.725989042626284,1.0931165841091888,6.1530390631731935,7.601207320655742e-10,7.113835792448992e-08,Ptprt
ENSMUSG00000056752,719.1004539758966,11.207201909757487,1.8235271879407622,6.145892413270428,7.951516871017995e-10,7.398165696953e-08,Dnah9
ENSMUSG00000001827,1029.1328332940147,5.360357685583453,0.8725220792168242,6.143520964414917,8.071201374665117e-10,7.465861271565233e-08,Folr1
ENSMUSG00000040969,832.4320292769489,7.647139987844041,1.2467816884569392,6.133503610650884,8.596446655407489e-10,7.905749496389199e-08,Arhgef38
ENSMUSG00000074259,674.9135641449519,4.911518408557005,0.8018031955966497,6.1255909623834475,9.034763718807446e-10,8.261097170472785e-08,Gramd2
ENSMUSG00000046598,311.8129662224576,4.625814846964285,0.7592342288009242,6.092737486651436,1.1099600045626697e-09,1.0091122098624043e-07,Bdh1
ENSMUSG00000027562,2243.8829389866614,3.86932310101377,0.6356856511774133,6.086849835051384,1.1515388035056386e-09,1.0350837493658027e-07,Car2
ENSMUSG00000029049,397.3704053532465,1.7589073513424036,0.28896098122984853,6.087006431997523,1.1504135059741321e-09,1.0350837493658027e-07,Morn1
ENSMUSG00000032796,978.4954209430061,6.055285385670368,0.9964371856513811,6.076936381807115,1.2250033337320492e-09,1.0949327550380284e-07,Lama1
ENSMUSG00000042514,515.6181970167635,6.605782418721534,1.0878573388506914,6.072287406453927,1.2610098101685138e-09,1.1208193340659808e-07,Klhl14
ENSMUSG00000015966,489.7937322979316,3.918785585725195,0.6492897292169948,6.0354960341834145,1.5847512175186658e-09,1.4007439928178873e-07,Il17rb
ENSMUSG00000006784,313.1684811991536,3.9333957360907443,0.652511547015741,6.028086022508129,1.65912741337972e-09,1.4583821628105715e-07,Ttc25
ENSMUSG00000027215,4463.284330705883,1.8451541644980016,0.30653995164639486,6.0192942374651865,1.7517918257530919e-09,1.531374063062181e-07,Cd82
ENSMUSG00000062157,437.85680406408363,4.083916111802854,0.6787368093466161,6.01693624916884,1.7774904109842428e-09,1.5453482206972298e-07,Ifnlr1
ENSMUSG00000105703,405911.5811468007,7.863059276336319,1.309236228453146,6.005836918847312,1.903474457275497e-09,1.645884707350715e-07,Gm43305
ENSMUSG00000027171,100.35862080336797,4.095321189617673,0.6820422388657386,6.0044978980016595,1.919249008141239e-09,1.6493342270438128e-07,Prrg4
ENSMUSG00000063142,366.48866455608373,3.8583277900437043,0.6426537127152296,6.003743094772086,1.928197147895344e-09,1.6493342270438128e-07,Kcnma1
ENSMUSG00000108207,221.40060070791935,2.674301361683987,0.44593546644731064,5.997059132770208,2.009229121003783e-09,1.7094564339663202e-07,1810059H22Rik
