"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"CARRILLOREIXACH_MRS3_VS_LOWER_RISK_HEPATOBLASTOMA_DN","CARRILLOREIXACH_MRS3_VS_LOWER_RISK_HEPATOBLASTOMA_DN","4/45","157/17906",0.0254777070063694,10.1378627034678,5.77228870249031,0.000640681695732613,0.181115710557304,0.168093682771137,"Slc24a3/Maml2/Synpo2/Adamts1",4
"GOBP_OSSIFICATION","GOBP_OSSIFICATION","6/45","427/17906",0.0140515222482436,5.59125683060109,4.81978613617433,0.000658008576982913,0.181115710557304,0.168093682771137,"Sbds/Gtpbp4/Slc24a3/Crim1/Lep/Epha2",6
"HP_OSTEOMYELITIS","HP_OSTEOMYELITIS","3/45","71/17906",0.0422535211267606,16.8131455399061,6.70118210278485,0.000752294225135987,0.181115710557304,0.168093682771137,"Sbds/Sptbn1/Dock8",3
"BIOCARTA_PDZS_PATHWAY","BIOCARTA_PDZS_PATHWAY","2/45","17/17906",0.117647058823529,46.8130718954248,9.48552507431501,0.000819981440999496,0.181115710557304,0.168093682771137,"Sptan1/Sptbn1",2
"GOBP_OVULATION","GOBP_OVULATION","2/45","17/17906",0.117647058823529,46.8130718954248,9.48552507431501,0.000819981440999496,0.181115710557304,0.168093682771137,"Lep/Adamts1",2
"REACTOME_RHO_GTPASE_CYCLE","REACTOME_RHO_GTPASE_CYCLE","6/45","446/17906",0.0134529147982063,5.35306427503737,4.67284013890307,0.000825787623938739,0.181115710557304,0.168093682771137,"Sptan1/Sptbn1/Cdc42ep3/Rock2/Dock8/Epha2",6
"WONG_ENDMETRIUM_CANCER_DN","WONG_ENDMETRIUM_CANCER_DN","3/45","76/17906",0.0394736842105263,15.7070175438596,6.4490578003552,0.000917244135446642,0.181115710557304,0.168093682771137,"Slc24a3/Adamts5/Synpo2",3
"GOBP_HEART_VALVE_DEVELOPMENT","GOBP_HEART_VALVE_DEVELOPMENT","3/45","77/17906",0.038961038961039,15.5030303030303,6.40149128860363,0.000952759639789479,0.181115710557304,0.168093682771137,"Adamts5/Rock2/Fgfrl1",3
"HUANG_DASATINIB_SENSITIVITY_UP","HUANG_DASATINIB_SENSITIVITY_UP","3/45","77/17906",0.038961038961039,15.5030303030303,6.40149128860363,0.000952759639789479,0.181115710557304,0.168093682771137,"Cdc42ep3/Maml2/Epha2",3
"REACTOME_SENSORY_PROCESSING_OF_SOUND","REACTOME_SENSORY_PROCESSING_OF_SOUND","3/45","77/17906",0.038961038961039,15.5030303030303,6.40149128860363,0.000952759639789479,0.181115710557304,0.168093682771137,"Syp/Sptan1/Sptbn1",3
"WANG_CLIM2_TARGETS_DN","WANG_CLIM2_TARGETS_DN","4/45","176/17906",0.0227272727272727,9.04343434343434,5.38249979011782,0.000981435401629007,0.181115710557304,0.168093682771137,"Gabrr2/Gtpbp4/Sptbn1/Daxx",4
"GOBP_BIOMINERAL_TISSUE_DEVELOPMENT","GOBP_BIOMINERAL_TISSUE_DEVELOPMENT","4/45","177/17906",0.0225988700564972,8.99234149403641,5.36363331332098,0.00100229849160377,0.181115710557304,0.168093682771137,"Sbds/Slc24a3/Lep/Rock2",4
"GOBP_TIGHT_JUNCTION_ASSEMBLY","GOBP_TIGHT_JUNCTION_ASSEMBLY","3/45","79/17906",0.0379746835443038,15.1105485232068,6.30897554895972,0.0010263823462214,0.181115710557304,0.168093682771137,"Rock2/Mpdz/Epha2",3
"HP_RECURRENT_EAR_INFECTIONS","HP_RECURRENT_EAR_INFECTIONS","2/45","19/17906",0.105263157894737,41.8853801169591,8.94986781612293,0.00102771530685292,0.181115710557304,0.168093682771137,"Sptbn1/Lep",2
"REACTOME_MAPK_FAMILY_SIGNALING_CASCADES","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES","5/45","312/17906",0.016025641025641,6.37678062678063,4.80903408345604,0.0010736001077154,0.181115710557304,0.168093682771137,"Sptan1/Sptbn1/Ppp2r1b/Cdc42ep3/Btc",5
"GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY","GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY","4/45","185/17906",0.0216216216216216,8.60348348348349,5.21788967885332,0.00118059928703468,0.181115710557304,0.168093682771137,"Crim1/Fgfrl1/Btc/Epha2",4
"GSE46606_UNSTIM_VS_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_UP","GSE46606_UNSTIM_VS_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_UP","4/45","186/17906",0.021505376344086,8.55722819593787,5.20029144503845,0.00120434950876873,0.181115710557304,0.168093682771137,"Sptbn1/Slc24a3/Maml2/Gm10037",4
"PRC2_EZH2_UP.V1_DN","PRC2_EZH2_UP.V1_DN","4/45","186/17906",0.021505376344086,8.55722819593787,5.20029144503845,0.00120434950876873,0.181115710557304,0.168093682771137,"Syp/Gtpbp4/Adamts5/Mettl16",4
"LIU_PROSTATE_CANCER_DN","LIU_PROSTATE_CANCER_DN","6/45","481/17906",0.0124740124740125,4.96354816354816,4.42293766928832,0.00121989075454936,0.181115710557304,0.168093682771137,"Slc24a3/Cdc42ep3/Crim1/Adamts5/Synpo2/Epha2",6
"RAF_UP.V1_UP","RAF_UP.V1_UP","4/45","190/17906",0.0210526315789474,8.37707602339181,5.13119781955865,0.00130271072574907,0.181115710557304,0.168093682771137,"Peg10/Cdc42ep3/Crim1/Morc4",4
"GOBP_TIGHT_JUNCTION_ORGANIZATION","GOBP_TIGHT_JUNCTION_ORGANIZATION","3/45","87/17906",0.0344827586206897,13.7210727969349,5.97010864570847,0.00135659968481961,0.181115710557304,0.168093682771137,"Rock2/Mpdz/Epha2",3
"GOCC_LAMELLIPODIUM_MEMBRANE","GOCC_LAMELLIPODIUM_MEMBRANE","2/45","22/17906",0.0909090909090909,36.1737373737374,8.28586896038313,0.00138167828344865,0.181115710557304,0.168093682771137,"Dock8/Epha2",2
"GOBP_CAMP_METABOLIC_PROCESS","GOBP_CAMP_METABOLIC_PROCESS","2/45","23/17906",0.0869565217391304,34.6009661835749,8.09349363686957,0.0015108514838147,0.181115710557304,0.168093682771137,"Epha2/Pde7a",2
"HP_FOOD_ALLERGY","HP_FOOD_ALLERGY","2/45","23/17906",0.0869565217391304,34.6009661835749,8.09349363686957,0.0015108514838147,0.181115710557304,0.168093682771137,"Sptbn1/Dock8",2
"REACTOME_NEPHRIN_FAMILY_INTERACTIONS","REACTOME_NEPHRIN_FAMILY_INTERACTIONS","2/45","23/17906",0.0869565217391304,34.6009661835749,8.09349363686957,0.0015108514838147,0.181115710557304,0.168093682771137,"Sptan1/Sptbn1",2
"GSE7852_LN_VS_FAT_TCONV_DN","GSE7852_LN_VS_FAT_TCONV_DN","4/45","198/17906",0.0202020202020202,8.03860830527497,4.9989083034697,0.00151609022877901,0.181115710557304,0.168093682771137,"Cdc42ep3/Tsc22d2/Cdr2/Pde7a",4
"GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_12H_IFNA_STIM_UP","GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_12H_IFNA_STIM_UP","4/45","199/17906",0.0201005025125628,7.99821328866555,4.98289520316858,0.0015443736406,0.181115710557304,0.168093682771137,"Gabrr2/Cdc42ep3/Crim1/Daxx",4
"GSE17721_CTRL_VS_PAM3CSK4_0.5H_BMDC_DN","GSE17721_CTRL_VS_PAM3CSK4_0.5H_BMDC_DN","4/45","199/17906",0.0201005025125628,7.99821328866555,4.98289520316858,0.0015443736406,0.181115710557304,0.168093682771137,"Syp/Zfand3/Btc/Duoxa1",4
"GSE26343_UNSTIM_VS_LPS_STIM_MACROPHAGE_DN","GSE26343_UNSTIM_VS_LPS_STIM_MACROPHAGE_DN","4/45","199/17906",0.0201005025125628,7.99821328866555,4.98289520316858,0.0015443736406,0.181115710557304,0.168093682771137,"Cdc42ep3/Synpo2/Iscu/Pde7a",4
"GSE7852_THYMUS_VS_FAT_TCONV_DN","GSE7852_THYMUS_VS_FAT_TCONV_DN","4/45","199/17906",0.0201005025125628,7.99821328866555,4.98289520316858,0.0015443736406,0.181115710557304,0.168093682771137,"Cdc42ep3/Crim1/Tsc22d2/Pde7a",4
"DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP","DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP","5/45","339/17906",0.0147492625368732,5.86889544411668,4.54278341189343,0.00155025825320552,0.181115710557304,0.168093682771137,"Tmem120b/Slc24a3/Cdc42ep3/Tsc22d2/Morc4",5
"GSE32533_WT_VS_MIR17_OVEREXPRESS_ACT_CD4_TCELL_DN","GSE32533_WT_VS_MIR17_OVEREXPRESS_ACT_CD4_TCELL_DN","4/45","200/17906",0.02,7.95822222222222,4.9669935582519,0.00157302347004964,0.181115710557304,0.168093682771137,"Sbds/Sptbn1/Synpo2/Fgfrl1",4
"REACTOME_EPH_EPHRIN_SIGNALING","REACTOME_EPH_EPHRIN_SIGNALING","3/45","92/17906",0.0326086956521739,12.9753623188406,5.78019361650037,0.00159326391184375,0.181115710557304,0.168093682771137,"Rock2/Epha2/Cltb",3
"GSE25890_CTRL_VS_IL33_IL7_TREATED_NUOCYTES_DN","GSE25890_CTRL_VS_IL33_IL7_TREATED_NUOCYTES_DN","4/45","201/17906",0.0199004975124378,7.91862907683803,4.95120200118795,0.00160204223951825,0.181115710557304,0.168093682771137,"Ppp2r1b/Rock2/Cdr2/Daxx",4
"GSE44649_WT_VS_MIR155_KO_ACTIVATED_CD8_TCELL_UP","GSE44649_WT_VS_MIR155_KO_ACTIVATED_CD8_TCELL_UP","4/45","201/17906",0.0199004975124378,7.91862907683803,4.95120200118795,0.00160204223951825,0.181115710557304,0.168093682771137,"Sbds/Sptan1/Cdc42ep3/Iscu",4
"GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_DN","GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_DN","4/45","202/17906",0.0198019801980198,7.87942794279428,4.93551918801335,0.00163143246950025,0.181115710557304,0.168093682771137,"Sbds/Tmem120b/Synpo2/Daxx",4
"GSE28737_WT_VS_BCL6_HET_FOLLICULAR_BCELL_UP","GSE28737_WT_VS_BCL6_HET_FOLLICULAR_BCELL_UP","4/45","202/17906",0.0198019801980198,7.87942794279428,4.93551918801335,0.00163143246950025,0.181115710557304,0.168093682771137,"Maml2/Rock2/Gask1b/Pde7a",4
"GOBP_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY","GOBP_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY","2/45","24/17906",0.0833333333333333,33.1592592592593,7.9130543158947,0.00164557147581878,0.181115710557304,0.168093682771137,"Rock2/Epha2",2
"WANG_LMO4_TARGETS_DN","WANG_LMO4_TARGETS_DN","5/45","358/17906",0.0139664804469274,5.55741775294848,4.37206967612237,0.00196871734083013,0.21225987166542,0.196998611677481,"Sptbn1/Heatr6/Synpo2/Cdr2/Rnasel",5
"HP_ABNORMALITY_OF_THE_GLABELLA","HP_ABNORMALITY_OF_THE_GLABELLA","2/45","27/17906",0.0740740740740741,29.4748971193416,7.43212435752772,0.00208273828457015,0.215238394356375,0.199762981741234,"Sptbn1/Fgfrl1",2
"VALK_AML_WITH_EVI1","VALK_AML_WITH_EVI1","2/45","27/17906",0.0740740740740741,29.4748971193416,7.43212435752772,0.00208273828457015,0.215238394356375,0.199762981741234,"Sptbn1/Crim1",2
"GOBP_RRNA_PROCESSING","GOBP_RRNA_PROCESSING","4/45","217/17906",0.0184331797235023,7.3347670250896,4.71247878053713,0.00211856833362322,0.215238394356375,0.199762981741234,"Sbds/Gtpbp4/Mettl16/Rnasel",4
"GOBP_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY","GOBP_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY","2/45","28/17906",0.0714285714285714,28.4222222222222,7.28891237732801,0.00223937201273114,0.223218912136955,0.207169708744819,"Rock2/Dock8",2
"BIOCARTA_FAS_PATHWAY","BIOCARTA_FAS_PATHWAY","2/45","29/17906",0.0689655172413793,27.4421455938697,7.15301120547573,0.00240141630298035,0.230666951429913,0.214082241900143,"Sptan1/Daxx",2
"REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE","REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE","2/45","29/17906",0.0689655172413793,27.4421455938697,7.15301120547573,0.00240141630298035,0.230666951429913,0.214082241900143,"Rock2/Epha2",2
"GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS","GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS","5/45","386/17906",0.0129533678756477,5.15428900402994,4.14155889702816,0.0027290993080794,0.249724572079126,0.231769639806842,"Sptan1/Sptbn1/Cdc42ep3/Rock2/Synpo2",5
"REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS","REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS","2/45","31/17906",0.0645161290322581,25.6716845878136,6.90076376249023,0.0027416288435717,0.249724572079126,0.231769639806842,"Sptan1/Sptbn1",2
"VALK_AML_CLUSTER_10","VALK_AML_CLUSTER_10","2/45","31/17906",0.0645161290322581,25.6716845878136,6.90076376249023,0.0027416288435717,0.249724572079126,0.231769639806842,"Sptbn1/Crim1",2
