"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GSE7852_TREG_VS_TCONV_THYMUS_DN","GSE7852_TREG_VS_TCONV_THYMUS_DN","4/47","196/17517",0.0204081632653061,7.60616587060356,4.8240408140753,0.00186170272334555,0.169107229425664,0.168695174773067,"Acpp/Arl4c/Scml4/Fam102a",4
"GSE14350_IL2RB_KO_VS_WT_TREG_UP","GSE14350_IL2RB_KO_VS_WT_TREG_UP","4/47","198/17517",0.0202020202020202,7.52933591231464,4.79247819873922,0.00193191434719314,0.169107229425664,0.168695174773067,"Acpp/Arl4c/Fam102a/Sqle",4
"GSE36392_EOSINOPHIL_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP","GSE36392_EOSINOPHIL_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP","4/47","198/17517",0.0202020202020202,7.52933591231464,4.79247819873922,0.00193191434719314,0.169107229425664,0.168695174773067,"Serinc5/Arsg/Mgam/Usp2",4
"GSE40277_EOS_AND_LEF1_TRANSDUCED_VS_GATA1_AND_SATB1_TRANSDUCED_CD4_TCELL_DN","GSE40277_EOS_AND_LEF1_TRANSDUCED_VS_GATA1_AND_SATB1_TRANSDUCED_CD4_TCELL_DN","4/47","198/17517",0.0202020202020202,7.52933591231464,4.79247819873922,0.00193191434719314,0.169107229425664,0.168695174773067,"Acpp/Arl4c/Scml4/Fam102a",4
"GSE22589_SIV_VS_HIV_AND_SIV_INFECTED_DC_UP","GSE22589_SIV_VS_HIV_AND_SIV_INFECTED_DC_UP","4/47","199/17517",0.0201005025125628,7.49150005345878,4.77686183804773,0.00196770037352599,0.169107229425664,0.168695174773067,"Acpp/Arl4c/Extl1/BC034090",4
"GSE40277_EOS_AND_LEF1_TRANSDUCED_VS_CTRL_CD4_TCELL_DN","GSE40277_EOS_AND_LEF1_TRANSDUCED_VS_CTRL_CD4_TCELL_DN","4/47","199/17517",0.0201005025125628,7.49150005345878,4.77686183804773,0.00196770037352599,0.169107229425664,0.168695174773067,"Plac8/Fam167a/Arl4c/Pxylp1",4
"GSE14308_TH1_VS_TH17_DN","GSE14308_TH1_VS_TH17_DN","4/47","200/17517",0.02,7.45404255319149,4.76135363521946,0.00200394392965111,0.169107229425664,0.168695174773067,"Serinc5/Arsg/Zkscan1/Usp33",4
"GSE14699_NAIVE_VS_DELETIONAL_TOLERANCE_CD8_TCELL_DN","GSE14699_NAIVE_VS_DELETIONAL_TOLERANCE_CD8_TCELL_DN","4/47","200/17517",0.02,7.45404255319149,4.76135363521946,0.00200394392965111,0.169107229425664,0.168695174773067,"Plac8/Arl4c/Nipal1/Fam102a",4
"GSE19888_CTRL_VS_T_CELL_MEMBRANES_ACT_MAST_CELL_DN","GSE19888_CTRL_VS_T_CELL_MEMBRANES_ACT_MAST_CELL_DN","4/47","200/17517",0.02,7.45404255319149,4.76135363521946,0.00200394392965111,0.169107229425664,0.168695174773067,"Sqle/S100a14/Nipal2/Hebp2",4
"GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_UP","GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_UP","4/47","201/17517",0.0199004975124378,7.41695776436964,4.74595226449331,0.0020406480508914,0.169107229425664,0.168695174773067,"Tmem30b/Serinc5/Arl4c/Fam102a",4
"GSE32423_IL7_VS_IL7_IL4_NAIVE_CD8_TCELL_DN","GSE32423_IL7_VS_IL7_IL4_NAIVE_CD8_TCELL_DN","4/47","201/17517",0.0199004975124378,7.41695776436964,4.74595226449331,0.0020406480508914,0.169107229425664,0.168695174773067,"Plac8/Usp2/Scml4/Usp33",4
"GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNAR_KO_UP","GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNAR_KO_UP","4/47","202/17517",0.0198019801980198,7.38024015167474,4.73065642294637,0.00207781576858663,0.169107229425664,0.168695174773067,"Arl4c/Pxylp1/Scml4/Fam102a",4
"GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY6_POST_IMMUNIZATION_DN","GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY6_POST_IMMUNIZATION_DN","4/47","202/17517",0.0198019801980198,7.38024015167474,4.73065642294637,0.00207781576858663,0.169107229425664,0.168695174773067,"Nipal1/Scml4/Sqle/Hacd3",4
"GSE10325_CD4_TCELL_VS_BCELL_UP","GSE10325_CD4_TCELL_VS_BCELL_UP","4/47","203/17517",0.0197044334975369,7.34388428885861,4.71546482998906,0.00211545010998651,0.169107229425664,0.168695174773067,"Tmem30b/Serinc5/Arl4c/Fam102a",4
"GSE5142_CTRL_VS_HTERT_TRANSDUCED_CD8_TCELL_EARLY_PASSAGE_CLONE_DN","GSE5142_CTRL_VS_HTERT_TRANSDUCED_CD8_TCELL_EARLY_PASSAGE_CLONE_DN","4/47","203/17517",0.0197044334975369,7.34388428885861,4.71546482998906,0.00211545010998651,0.169107229425664,0.168695174773067,"Acpp/Arl4c/Pxylp1/Scml4",4
"GSE7460_TCONV_VS_TREG_THYMUS_UP","GSE7460_TCONV_VS_TREG_THYMUS_UP","4/47","203/17517",0.0197044334975369,7.34388428885861,4.71546482998906,0.00211545010998651,0.169107229425664,0.168695174773067,"Acpp/Arl4c/Scml4/Fam102a",4
"GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY3_POST_IMMUNIZATION_UP","GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY3_POST_IMMUNIZATION_UP","4/47","205/17517",0.0195121951219512,7.27223663725999,4.68538937621674,0.00219213075181416,0.169107229425664,0.168695174773067,"Arl4c/Pxylp1/Scml4/Fam102a",4
"GSE9037_WT_VS_IRAK4_KO_BMDM_UP","GSE9037_WT_VS_IRAK4_KO_BMDM_UP","4/47","205/17517",0.0195121951219512,7.27223663725999,4.68538937621674,0.00219213075181416,0.169107229425664,0.168695174773067,"Acpp/Plac8/Usp33/Ttc39a",4
